,ASV_102,ASV_11,ASV_12,ASV_121,ASV_136,ASV_157,ASV_189,ASV_190,ASV_209,ASV_21,ASV_223,ASV_240,ASV_282,ASV_32,ASV_353,ASV_47,ASV_66,ASV_67,ASV_7,ASV_81,ASV_84,ASV_86,ASV_87
colstd,0.0025870432033206323,0.012869556515684152,0.0068013325154433054,0.002067705570424121,0.0026178766327742105,0.0018197038461769445,0.0023178908532129902,0.002841297564326896,0.0013773483149778882,0.022179561438681664,0.0009180730054126379,0.001280563886819831,0.002098181529933737,0.022087173706718297,0.0008820989797318383,0.009082568302766504,0.008486450990884012,0.003298719001208839,0.02034968387159009,0.0033270236216606216,0.005617546248959715,0.003277062912949936,0.0037570760547608294
