,ASV_102,ASV_11,ASV_12,ASV_121,ASV_136,ASV_157,ASV_189,ASV_190,ASV_209,ASV_21,ASV_223,ASV_240,ASV_282,ASV_32,ASV_353,ASV_47,ASV_66,ASV_67,ASV_7,ASV_81,ASV_84,ASV_86,ASV_87
colmean,0.0022233998770333063,0.014044622726539014,0.003644184833689417,0.00139653741791129,0.001213281948510271,0.0005763706284562489,0.0010899061097632324,0.0023298355912317018,0.0007755600633039128,0.013534818984786565,0.0004626061493146976,0.0006467784940291987,0.0016403847493286564,0.007953662355428555,0.0003475102308831976,0.007005261083975099,0.0027272860042429157,0.00216716581908952,0.019064254455589173,0.0021359659964331223,0.005041231179537424,0.0017070304622240427,0.00280610291016229
