,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30
ASV_13,0.03830304427374244,-0.07009381484372579,-0.07720641861886869,0.008672136918179234,0.028824977584937492,-0.07396949890272503,0.07715266804538315,-0.15762854050368572,0.035614244284797356,0.04112424353729665,0.019521710617974256,0.1217730204124679,0.07610686504936612,-0.21968208240531276,0.07201263223320678,0.0045814303424491646,-0.18893348972486226,0.0773841916518802,-0.027539683377425107,0.004465285833158315,-0.03024285033770096,0.043258376709006424,0.017160390557398045,-0.011247618869879253,-0.09579962527503263,-0.12453455057392139,0.005028714135575539,-0.12453766189668722,0.05581769012185242,0.1644360610706649
ASV_130,-0.004384020610063504,-0.0065303813465671596,0.008229313516794779,-0.028174731406867572,0.018863087830664687,0.01144067921374677,0.02006458184356806,0.022200801060834257,0.058315105578314166,0.032806987076570426,0.032912952323205125,-0.031463749695922145,-0.06364820100671306,-0.04455405482800025,-0.006705984221991656,0.07843880551514763,0.07759981844040342,-0.04185874230483122,0.059446610961279366,0.09461450965002528,0.07380895949756593,-0.0581227960369648,0.040493097098186985,-0.0044980691622402025,-0.07446439603678846,0.05919572062423602,0.03549905357555334,-0.10007590031095948,-0.07751395003495597,0.045536268662617424
ASV_131,-0.0035111116356848215,-0.005172780152090818,0.000582875578536916,-0.010258376613366142,-0.009483875439099499,-0.00014733236861889197,-0.00962531340207988,-0.016274001979368537,-0.004069615937109066,-0.02575146653264854,0.0030186652143123086,0.00017491788881609792,0.0314930786718886,-0.03990529713816998,-0.02133899727220494,-0.006786255675439692,0.027774349814736875,-0.015228927457235444,-0.03194227769322616,-0.018585032495500874,-0.019261737101770225,0.03321012081037025,0.028541797723907573,0.016012192169784265,-0.009992858209026009,-0.047049980622491716,-0.015881252139581987,0.006200006327744643,-0.0016281199285702146,-0.05424228723964809
ASV_133,0.0062403793578553225,0.008815560123624172,0.00808597072607384,0.0032495546396121163,-0.005185377333786153,0.02114791390764042,-0.002222510774515365,0.0014723345537971109,-0.005268362324271804,0.0052445177991803085,0.01946619625254862,0.007124352028667529,0.03142137060092951,-0.004074235939476449,0.02334257825167072,-0.04285621813551415,0.013545511120490777,-0.018429528174776486,0.047330680117142296,0.0021301610555090737,0.029392072910955202,-0.049778949116394494,0.005929698519390976,0.015434408398969772,0.2017942213474379,-0.0238862712595985,0.0216251811270475,0.04081765888230644,1.3007641564026505e-05,-0.023523945802737697
ASV_135,0.0030430959147570717,0.005701850863250928,0.006312119242245514,-0.006891434588135264,0.01292188171328782,-0.0033553491694654027,-0.006827776109383848,-0.017905430131511108,0.0003532839102528283,0.007753138614020977,-0.02174429884020215,-0.03392248595193562,0.005008517213737157,-0.018252650840946544,-0.009939536878099174,-0.007882292263667455,-0.06333416641276582,-0.018110212736442075,-0.04963277718258691,-0.002792213151833004,-0.020060636925382815,0.053721869532702894,-0.004189617689584423,-0.003252169945268222,0.05986528636592872,-0.02360824718945445,0.04736183033706686,-0.043255590935969285,0.03949324484333631,-0.006511076614053376
ASV_136,-0.005915522563489447,-0.012086194369652685,-0.004111573626077978,-0.03178216911293371,-0.00944566786465296,-0.0156733694730196,0.011127878057461892,-0.03956665893063753,0.010020641660701508,0.010793977408436848,-0.07602418409297,0.06100653226112044,0.02039415617197954,0.009518438050512867,-0.03667913824402361,-0.030821601306653647,0.058681522816305724,0.01041839796046827,0.06976603801473089,-0.017741211042719397,-0.006666425380932557,-0.05296620255664656,0.007427258413973261,0.013665126337394811,-0.022794333225771662,0.07944731638909863,-0.03669935036468868,0.02190499764342591,-0.0013159452863486154,0.06921440347207922
ASV_138,-0.0148486047688825,-0.004851201502190585,0.011495118710327235,-0.005930076081139834,-0.039203286153538026,-0.0026812049300367247,-0.07670792083175154,0.0026947251158870957,-0.05669129651844434,-0.1449533194015606,0.09618532492044195,-0.0009595412463256971,0.03272961352770665,-0.0450636129599766,-0.11942479043434855,0.02106031129524216,0.057665726849864554,-0.041380459199470324,-0.01042434533333683,-0.044197228673924734,-0.09336726526066867,-0.021534412467647646,-0.00972300173125834,-0.0023363703500476744,-0.13668505255323243,-0.040417038555784775,-0.027260961474780594,0.024200961482373537,-0.11993522573457671,0.04202907057901345
ASV_139,-0.009760029021029317,-0.005879566981486398,0.00790160996971493,-0.027042717105064173,0.004705726544112884,0.017640843363506416,-0.02909297527195947,-0.053176065377905805,-0.010867549525568999,-0.03449533972775166,0.014496968797337367,-0.012218061876405987,0.00848921658635121,-0.051860520047328246,-0.09712047352149754,0.024958831337278095,0.1529397752742804,0.030544635496364967,0.16012505116227063,-0.0878306476396534,-0.08078891624951935,0.054789895021517744,0.12194764425809361,-0.07280984108676362,-0.09614959867312514,-0.0687922157509614,0.02572368787329852,0.03724586013519518,-0.05542431820981871,0.0515255889779231
ASV_141,-7.886027359325954e-05,0.00968020128453978,0.0037620663669838805,0.023249285900680785,-0.0010787708863372206,0.07140479534464753,-0.02473745544431384,0.00858578085125317,0.030640669339516136,-0.0022632074931167394,-0.05847266833819986,-0.013773537901809223,-0.023073997854011083,0.003764261131613613,-0.006477118259988509,0.032319787010855125,0.013635764036981923,0.04185931092943821,-0.02216091604844287,-0.0004679314734140888,0.010440260751926075,-0.0056807223031357145,0.011486180182164631,0.019550093497010618,-0.005002465567412718,0.01454655950311881,-0.04980178138672163,-0.03190829949664782,0.021558602174718822,-0.012802192392879016
ASV_142,0.0032928724297108356,0.0030491029694516936,0.005271276961775656,0.0020741239724880334,0.002865701811599597,0.0017180262719600392,0.00269537162701722,0.000775106189812871,0.004667126336992981,-0.008316713834168175,-0.02090230196700264,-0.034898305549876864,-0.024918637628388696,0.03362736323303746,-0.04117130832341971,-0.03490098059823703,-0.01614312116739059,-0.014120877927086018,-0.00926182854234855,0.008326693261958949,-0.012430356194695,-0.014639534029750476,0.017014217509112736,-0.017344864224571606,0.01006698997115289,-0.07049118602953602,0.01886521177697725,-0.0017586203082583737,0.09530059559832188,0.018159245016813305
ASV_143,0.0006315559003974225,-0.00478811070165133,0.008677447076598758,-0.009661702535310965,0.04193512517671356,-0.025872271646581017,0.025334535837848584,-0.025054308498367404,0.00610431216316572,0.008950992634513604,-0.05047787111057835,-0.022496306462645256,0.015495265722104442,0.001755290147631841,-0.0362644449455843,-0.029479013344598907,0.037520942692643826,-0.009893392341445095,-0.014346321661855784,0.07317156036980638,0.01925027322014246,0.02970635869932893,-0.021885359627020293,0.02090639590599668,0.018809482068195438,-0.02152908931269929,0.04653709198043523,0.039326654426153004,-0.01033609235828986,0.004651306960885704
ASV_144,-0.0003007145005179404,0.007362333967667341,0.0009159098037069283,0.01515206793765489,0.0030449497641947894,0.04800015290385389,-0.03141739892830914,0.015385454570461636,0.023652023671241317,0.0037102283672513538,-0.029890062505110296,-0.01574850519682582,-0.005314196309967603,0.028111141816267,0.0035528897178032856,-0.022070733359370497,0.04652274561374601,0.014255377934697808,-0.026247518833940685,-0.013982551036211831,0.04867330932808388,-0.03845160920896269,-0.013137432977380304,0.010906691484592683,-0.03278176356778282,-0.0359085374226718,-0.008981905079467589,-0.013171341443778599,0.2097260688170291,0.037956794446630956
ASV_147,0.0003994593913812564,0.0027667473696576686,0.00415363622920292,0.013165054431272274,-0.005700622561662724,0.009015924048460694,-0.002310769198175031,0.006053208957496024,0.0038605220723752914,-0.005710393459480817,-0.000586091310622124,0.004264239628276477,0.004649252146032554,0.001877166661301942,-0.008748906533433336,0.012373884723133355,-0.0024110867948788062,0.03475027983208745,0.02053350869802326,0.011690964135408821,-0.013689310367151165,-0.025104616818527787,0.013972738957838501,0.00592830447347881,0.035089961530795445,-0.010523700334747376,-0.011758308253185138,-0.02746747745941622,0.05512766080339534,0.006123725813915648
ASV_15,-0.055995381191253614,0.05999662156218114,0.02454567751578104,0.43475976099196595,-0.08187821786561508,-0.011868267495372562,0.42370272645765356,0.06984431680917023,0.36249376848937975,-0.35366446919119365,-0.06250615298201063,0.015558016298963428,-0.020650690034736345,0.06361066947186148,0.014448134589422235,0.1804429105079269,0.09330445589480868,0.2557582320938136,0.004546478504594963,0.04118748412845887,-0.19999412220998472,-0.051064521351579774,-0.0056131145375633166,-0.017886662806950636,-0.045186904281554446,-0.0728901669169019,0.046499050680605974,0.019352949741882078,-0.022497651173917152,-0.036869509306258666
ASV_150,0.005702023922598582,0.006849271599762628,0.011917187384972893,0.01924505318877559,-0.0021371188457652876,0.016915211813736036,0.00689881761385974,0.0027337318071597254,-0.005414801551713501,0.020891901494813264,-0.0909315565465476,-0.0694078629663339,-0.012921775958837204,0.02243677510395415,0.025127665685072048,0.034173308329951996,0.05189553589470031,0.0009671503103632446,-0.056750068041290166,-0.01583703449558546,0.02333982299224037,0.036582662935466546,0.004122253570338979,-0.011893952565299284,-0.07003062782942963,-0.0687579552658032,-0.032271436062733035,-0.04238030232247499,-0.03103628213466891,-0.03739172959731282
ASV_156,-0.003367901958471025,-0.0006986927286985311,-0.0009936595349439449,-0.008142424265357552,0.002969009190840848,-0.010995686842091505,0.007864927636794602,-0.0035661611214983418,0.020181269293454585,0.017584352071406115,0.016612997493929936,-0.018309708501549775,-0.017471021514571992,-0.022383345483881226,0.0023183505139451636,0.007467094183931307,0.010599636444567604,0.00651522225528503,-0.0025140938578154946,0.024230222752287898,0.009341531109315352,0.009599888436395112,4.5738900471472786e-05,-0.026175475963990405,0.011274669543090192,0.04973146739823496,-0.03008044782608452,0.031561237897451695,0.028481991808107444,0.012109351069137726
ASV_157,-0.005266947514269401,0.0035341043158579584,-0.007287283120025551,-0.005544000364792956,0.004118189517157338,-0.01457868337634796,0.010073356462157962,-0.009589132405555461,0.025842030663729948,0.005220955816781492,0.014023998086239546,-0.015535533359909977,-0.014821805645760541,-0.022731252946104116,0.03368604389364574,-0.00653956395055755,0.011009710308624809,0.04623930967489994,-0.02200085230511242,0.012420762201993112,-0.014124680243911206,0.01746881784302759,0.012281430522167182,-0.06894503636461224,0.01038182294802827,0.012771333218596158,0.21939980695911054,-0.05113971639408449,-0.034622507409514294,-0.0036205442688215773
ASV_158,0.003283482243176702,0.014964215994240403,0.003480252854360951,0.01001809182559238,-0.003375605445652834,0.04712179888072396,-0.03216556803629664,-0.0010678112406726104,-0.007182630894298889,0.025903538556485032,-0.0429751773876167,-0.032752855411188664,0.06548204644098034,-0.012572633371072754,0.04133161618157421,0.07053987402766454,-0.11984314900081762,-0.032837622188409396,0.01818169658585468,0.014214523646983643,-0.05661833736902559,-0.005782163157937476,0.004567108597796842,0.12694026584162849,-0.10044074729131457,0.14760247024221293,0.05115843685571359,0.08198832976995649,0.01266089612304494,0.07201372873361284
ASV_16,0.009103640801562906,-0.017271988037598857,0.08861282709934182,-0.10005754619959507,0.12933230320953765,0.10699296040204612,-0.019357281441415818,-0.0937518250075622,-0.265775076855115,-0.2155939436510794,0.08412080120770123,0.26353226669015006,-0.16848345267822587,-0.1521129854084984,-0.047687972152871315,0.011207607640195629,0.10843174373835522,0.1871730056267552,0.1721178556666693,-0.15063711923320847,-0.11811353819054246,-0.1293604772073145,-0.03437941537510239,0.10364574573463445,0.024310356566342586,0.09951082842729149,0.04448190964129088,-0.09015002059392677,0.25007331932375265,-0.03231023507256602
ASV_160,0.005403503212147547,0.004611551977391,0.009613838498403839,0.0034476311409020566,0.012112588051031447,-0.0020478393099987117,0.004474100485206791,-0.0022590799694801457,-0.01628113289917642,0.015894282429008387,-0.08822047926989056,-0.09599631340229255,-0.06259796694491121,0.07905450806216786,-0.14241527599674778,-0.06964747011754281,-0.07994005273771215,-0.057867542485533795,-0.03641471994851661,0.048954713939795974,-0.025697621783846023,0.08290519533651765,0.005189258901504472,-0.11096668812325929,0.04245388172522352,-0.21718087174050588,0.05593503643551894,-0.03482529501064551,0.16999848349290392,0.035399233143030284
ASV_162,-0.0059734909439735145,-0.009644151827885012,0.0018590718736186604,-0.021295617753632055,0.007524271690118693,-0.006748445194896468,-0.0034848982386143164,0.003430052944129332,0.00025452792749614477,-0.04094917513964925,0.017130425715751955,-0.011673479844496175,0.05268120209643048,-0.06583294548666607,-0.05772229295433754,0.03410666359271847,0.06194213632889771,-0.05270252111460126,-0.05389379721736497,-0.0366057346634534,0.0018993736070005607,0.051201704306603486,0.0794400437376259,-0.057857999934709775,0.012004147995887475,0.05664623594675131,-0.053918158971676886,0.04312080615532216,0.03871000902048583,-0.036741987784696624
ASV_165,0.001848393326425345,0.005284059475818843,0.0038542508254314186,0.0006898274552258942,-0.0006263614587962783,0.010875143078370604,-0.005649660506501552,0.0003883680687282898,-0.034824184175510586,0.004653903015026546,0.03130654387215312,-0.007315668595525369,0.03431153892990812,0.004100327105778261,0.0022734900291421457,0.009188613620565564,-0.04231267119587223,0.011320314263845542,0.0902614090959702,0.031641456474333175,-0.04175590843935934,-0.04853043080745715,-0.029144527644086156,-0.05279477724228592,0.048803273841880566,-0.050703115291074685,2.731086558412078e-05,0.019347822022187305,0.006647977842687839,0.004886850630059435
ASV_166,-0.0165745016406287,-0.01743985970703964,-0.0011478895424965434,0.02234069454486792,-0.019210728317157557,0.004102053776258754,0.07619276189417512,0.0725999705509222,-0.0003293808422394589,-0.02721169751485004,-0.025115316876285824,0.021536090287229418,-0.01349804620408504,0.04395724743405687,0.040260718727110165,0.07015463601318113,0.013051646623745266,-0.05968574188105194,-0.0594392422971548,-0.06242828497046494,-0.05455542007011607,0.01655171689369165,-0.16563995520481767,0.01927700968901545,0.001832950783584516,-0.011679781860781528,-0.08969900658694754,0.1639725281592125,0.05834569889921006,0.01407235416834992
ASV_167,0.0066979695330724835,0.011376829099143827,0.005586011763836277,0.002674947886079814,0.0005534367837479976,0.029141235377641794,-0.021905767107935604,0.011884638611281391,0.013544589384355312,-0.009356132012801936,-0.008102144866443497,0.023398136708150587,0.003351988776943982,-0.0002866694891624465,-0.013933738422293559,0.02955589896172804,0.007953350345794436,0.06142924131177274,0.03804228555451817,-0.002246274466356609,0.032028976687731955,0.04374711359218114,-0.07394907780768652,0.001900395374442179,0.006371433795984525,-0.043142195729939846,-0.005971735906118141,0.06674077006473653,0.026654671535397224,0.03278829259044807
ASV_168,-0.011915760549763376,-0.024217093226104484,0.005403771868920588,-0.06127069634848822,-0.025025561693078038,0.0016966655951808133,0.04792671022102097,0.027028897064078985,0.0996750878590293,0.09474026190857869,0.052013343600842185,-0.031387858206829,-0.03446324713254583,-0.07897800344991367,-0.045990297909287305,0.06250475379276907,0.03583239082708717,-0.052218624353247894,0.07146615576310456,0.13192246501639535,0.09546535555688428,-0.02454153286398834,-0.005845357368441477,0.12335516313405334,-0.060424383343815204,-0.06875460456469826,-0.009086178785584886,-0.0067045544949649385,-0.0042546368474513365,0.04361246158337313
ASV_169,0.001672122719043368,0.005528213024555291,0.007088508544072879,-0.009753907096957748,0.009517995153983596,0.01298360409191718,-0.022922752613793507,-0.018746859299771355,-0.0045738533724116,-0.011635569058055371,-0.006060101135870599,-0.024972951484509894,-0.00019642690268166342,-0.052971108408272426,-0.0467267617075419,-0.0044968582827930245,-0.04051381289422949,-0.012110200634225273,0.009490592487488913,-0.029403504556423703,0.021882347044841488,0.07922942390507175,-0.012572161108431299,-0.08143009499712235,-0.04220424907904484,-0.024673909844186062,-0.05800445344132639,-0.01183346059474225,0.04052347736589424,-0.046000904778334156
