,ASV_1,ASV_15,ASV_2,ASV_3,ASV_32,ASV_4,ASV_7
scaler,0.06722595648765702,0.016136463703756817,0.07743476732827974,0.035216566433068565,0.007953662355428555,0.006969608146468958,0.019064254455589173
